Order ID,Date,Product ID,Product Name,Product Category,Quantity,PPU,Amount,Customer ID,Region,City,Peak Hours
T001457,30-09-2025,PROD-001,Ergonomic Mesh Chair,Furniture,38,"4,50,000","1,71,00,000",Customer-109,Asia,Kolkata,12:00 PM – 03:00 PM
T001877,09-12-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,13,"1,20,000","15,60,000",Customer-105,Asia,Pune,09:00 AM – 11:00 AM
T001652,04-11-2025,PROD-004,Standing Desk Converter,Furniture,50,"5,00,000","2,50,00,000",Customer-098,North America,New York,12:00 PM – 03:00 PM
T000850,09-06-2025,PROD-005,Noise-Cancelling Headphones,Electronics,28,"9,50,000","2,66,00,000",Customer-102,North America,New York,06:00 PM – 09:00 PM
T000273,26-02-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,47,"3,50,000","1,64,50,000",Customer-062,Asia,Mumbai,06:00 PM – 09:00 PM
T001550,15-10-2025,PROD-004,Standing Desk Converter,Furniture,34,"5,00,000","1,70,00,000",Customer-023,Asia,Dubai,12:00 PM – 03:00 PM
T001035,11-07-2025,PROD-004,Standing Desk Converter,Furniture,23,"5,00,000","1,15,00,000",Customer-086,Asia,Delhi,12:00 PM – 03:00 PM
T001744,18-11-2025,PROD-001,Ergonomic Mesh Chair,Furniture,22,"4,50,000","99,00,000",Customer-139,Asia,Chennai,12:00 PM – 03:00 PM
T000372,12-03-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,430,"1,20,000","5,16,00,000",Customer-038,Asia,Bengaluru,09:00 AM – 11:00 AM
T001670,05-11-2025,PROD-010,Webcam 1080p HD,Electronics,11,"2,00,000","22,00,000",Customer-096,Asia,Tokyo,06:00 PM – 09:00 PM
T000722,12-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,460,"3,50,000","16,10,00,000",Customer-016,Asia,Delhi,06:00 PM – 09:00 PM
T000734,13-05-2025,PROD-004,Standing Desk Converter,Furniture,22,"5,00,000","1,10,00,000",Customer-055,Asia,Kolkata,12:00 PM – 03:00 PM
T000778,19-05-2025,PROD-007,USB-C Docking Station,Electronics,39,"2,50,000","97,50,000",Customer-020,Asia,Tokyo,06:00 PM – 09:00 PM
T000519,07-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,6,"1,80,000","10,80,000",Customer-121,Asia,Tokyo,12:00 PM – 03:00 PM
T000335,06-03-2025,PROD-005,Noise-Cancelling Headphones,Electronics,290,"9,50,000","27,55,00,000",Customer-121,Asia,Chennai,06:00 PM – 09:00 PM
T000846,09-06-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,22,"25,000","5,50,000",Customer-007,North America,New York,09:00 AM – 11:00 AM
T001252,27-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,"1,20,000","8,40,000",Customer-137,Asia,Hyderabad,09:00 AM – 11:00 AM
T001053,16-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,24,"25,000","6,00,000",Customer-116,Asia,Singapore,09:00 AM – 11:00 AM
T001924,22-12-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"3,50,000","35,00,000",Customer-122,Asia,Singapore,06:00 PM – 09:00 PM
T000016,02-01-2025,PROD-003,27-inch 4K Monitor,Electronics,24,"12,00,000","2,88,00,000",Customer-016,Asia,Mumbai,06:00 PM – 09:00 PM
T000708,08-05-2025,PROD-003,27-inch 4K Monitor,Electronics,23,"12,00,000","2,76,00,000",Customer-062,Asia,Kolkata,06:00 PM – 09:00 PM
T000901,17-06-2025,PROD-009,Adjustable Monitor Arm,Furniture,27,"1,80,000","48,60,000",Customer-121,Asia,Kolkata,12:00 PM – 03:00 PM
T001980,30-12-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,26,"25,000","6,50,000",Customer-066,Asia,Kolkata,09:00 AM – 11:00 AM
T001573,21-10-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,41,"3,50,000","1,43,50,000",Customer-124,Asia,Chennai,06:00 PM – 09:00 PM
T000904,17-06-2025,PROD-003,27-inch 4K Monitor,Electronics,260,"12,00,000","31,20,00,000",Customer-042,Asia,Mumbai,06:00 PM – 09:00 PM
T000466,31-03-2025,PROD-010,Webcam 1080p HD,Electronics,42,"2,00,000","84,00,000",Customer-150,Asia,Singapore,06:00 PM – 09:00 PM
T001978,30-12-2025,PROD-004,Standing Desk Converter,Furniture,15,"5,00,000","75,00,000",Customer-016,Asia,Kolkata,12:00 PM – 03:00 PM
T000200,05-02-2025,PROD-005,Noise-Cancelling Headphones,Electronics,25,"9,50,000","2,37,50,000",Customer-024,Asia,Chennai,06:00 PM – 09:00 PM
T001207,19-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,20,"1,20,000","24,00,000",Customer-130,Asia,Chennai,09:00 AM – 11:00 AM
T001056,16-07-2025,PROD-003,27-inch 4K Monitor,Electronics,36,"12,00,000","4,32,00,000",Customer-150,Asia,Kolkata,06:00 PM – 09:00 PM
T001132,05-08-2025,PROD-007,USB-C Docking Station,Electronics,50,"2,50,000","1,25,00,000",Customer-080,Asia,Kolkata,06:00 PM – 09:00 PM
T001380,19-09-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,28,"1,20,000","33,60,000",Customer-015,Asia,Delhi,09:00 AM – 11:00 AM
T000999,09-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,40,"3,50,000","1,40,00,000",Customer-146,Asia,Tokyo,06:00 PM – 09:00 PM
T000728,12-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,11,"25,000","2,75,000",Customer-134,Asia,Mumbai,09:00 AM – 11:00 AM
T001772,24-11-2025,PROD-004,Standing Desk Converter,Furniture,47,"5,00,000","2,35,00,000",Customer-020,Asia,Singapore,12:00 PM – 03:00 PM
T001910,17-12-2025,PROD-004,Standing Desk Converter,Furniture,15,"5,00,000","75,00,000",Customer-039,Asia,Kolkata,12:00 PM – 03:00 PM
T001822,01-12-2025,PROD-009,Adjustable Monitor Arm,Furniture,100,"1,80,000","1,80,00,000",Customer-101,Asia,Kolkata,12:00 PM – 03:00 PM
T000568,15-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,45,"4,50,000","2,02,50,000",Customer-049,Asia,Chennai,12:00 PM – 03:00 PM
T000044,07-01-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,210,"25,000","52,50,000",Customer-047,Asia,Singapore,09:00 AM – 11:00 AM
T000275,26-02-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"3,50,000","35,00,000",Customer-130,North America,New York,06:00 PM – 09:00 PM
T001097,25-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,32,"4,50,000","1,44,00,000",Customer-083,North America,New York,12:00 PM – 03:00 PM
T000102,15-01-2025,PROD-007,USB-C Docking Station,Electronics,47,"2,50,000","1,17,50,000",Customer-131,Europe,London,06:00 PM – 09:00 PM
T001232,25-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,350,"3,50,000","12,25,00,000",Customer-115,Europe,London,06:00 PM – 09:00 PM
T001722,17-11-2025,PROD-009,Adjustable Monitor Arm,Furniture,380,"1,80,000","6,84,00,000",Customer-109,Asia,Hyderabad,12:00 PM – 03:00 PM
T001833,03-12-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,8,"25,000","2,00,000",Customer-042,Asia,Mumbai,09:00 AM – 11:00 AM
T000108,16-01-2025,PROD-007,USB-C Docking Station,Electronics,27,"2,50,000","67,50,000",Customer-070,Asia,Chennai,06:00 PM – 09:00 PM
T001618,29-10-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,400,"1,20,000","4,80,00,000",Customer-078,Asia,Dubai,09:00 AM – 11:00 AM
T000498,03-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,18,"4,50,000","81,00,000",Customer-117,Asia,Chennai,12:00 PM – 03:00 PM
T001981,30-12-2025,PROD-003,27-inch 4K Monitor,Electronics,34,"12,00,000","4,08,00,000",Customer-138,Asia,Delhi,06:00 PM – 09:00 PM
T000882,13-06-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,11,"25,000","2,75,000",Customer-095,Europe,London,09:00 AM – 11:00 AM
T000757,16-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,18,"4,50,000","81,00,000",Customer-111,Asia,Chennai,12:00 PM – 03:00 PM
T000620,22-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,21,"3,50,000","73,50,000",Customer-062,Asia,Singapore,06:00 PM – 09:00 PM
T001107,25-07-2025,PROD-007,USB-C Docking Station,Electronics,43,"2,50,000","1,07,50,000",Customer-050,Asia,Chennai,06:00 PM – 09:00 PM
T001936,23-12-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,22,"25,000","5,50,000",Customer-129,Asia,Pune,09:00 AM – 11:00 AM
T000810,28-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,5,"9,50,000","47,50,000",Customer-022,Asia,Hyderabad,06:00 PM – 09:00 PM
T001038,11-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,17,"25,000","4,25,000",Customer-118,Asia,Mumbai,09:00 AM – 11:00 AM
T000073,09-01-2025,PROD-004,Standing Desk Converter,Furniture,47,"5,00,000","2,35,00,000",Customer-114,Asia,Singapore,12:00 PM – 03:00 PM
T001284,05-09-2025,PROD-003,27-inch 4K Monitor,Electronics,4,"12,00,000","48,00,000",Customer-109,Asia,Singapore,06:00 PM – 09:00 PM
T001272,04-09-2025,PROD-001,Ergonomic Mesh Chair,Furniture,37,"4,50,000","1,66,50,000",Customer-115,Asia,Delhi,12:00 PM – 03:00 PM
T001335,12-09-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,25,"3,50,000","87,50,000",Customer-045,Asia,Dubai,06:00 PM – 09:00 PM
T001459,30-09-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"3,50,000","17,50,000",Customer-071,Asia,Bengaluru,06:00 PM – 09:00 PM
T000482,01-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,370,"25,000","92,50,000",Customer-136,Asia,Singapore,09:00 AM – 11:00 AM
T001069,17-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,17,"1,80,000","30,60,000",Customer-103,Asia,Delhi,12:00 PM – 03:00 PM
T000507,04-04-2025,PROD-003,27-inch 4K Monitor,Electronics,14,"12,00,000","1,68,00,000",Customer-035,Asia,Pune,06:00 PM – 09:00 PM
T001238,26-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,50,"4,50,000","2,25,00,000",Customer-110,Asia,Singapore,12:00 PM – 03:00 PM
T001862,08-12-2025,PROD-010,Webcam 1080p HD,Electronics,480,"2,00,000","9,60,00,000",Customer-090,Asia,Tokyo,06:00 PM – 09:00 PM
T001990,31-12-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,"3,50,000","21,00,000",Customer-017,Asia,Singapore,06:00 PM – 09:00 PM
T001477,01-10-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,32,"25,000","8,00,000",Customer-054,Asia,Chennai,09:00 AM – 11:00 AM
T001867,08-12-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,25,"1,20,000","30,00,000",Customer-130,Asia,Delhi,09:00 AM – 11:00 AM
T001456,30-09-2025,PROD-005,Noise-Cancelling Headphones,Electronics,6,"9,50,000","57,00,000",Customer-102,Asia,Singapore,06:00 PM – 09:00 PM
T000312,04-03-2025,PROD-001,Ergonomic Mesh Chair,Furniture,33,"4,50,000","1,48,50,000",Customer-138,North America,New York,12:00 PM – 03:00 PM
T000963,30-06-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,"25,000","2,25,000",Customer-146,Asia,Kolkata,09:00 AM – 11:00 AM
T000406,14-03-2025,PROD-001,Ergonomic Mesh Chair,Furniture,12,"4,50,000","54,00,000",Customer-099,Asia,Hyderabad,12:00 PM – 03:00 PM
T001331,12-09-2025,PROD-009,Adjustable Monitor Arm,Furniture,17,"1,80,000","30,60,000",Customer-030,North America,New York,12:00 PM – 03:00 PM
T001650,04-11-2025,PROD-005,Noise-Cancelling Headphones,Electronics,39,"9,50,000","3,70,50,000",Customer-040,Asia,Hyderabad,06:00 PM – 09:00 PM
T000310,28-02-2025,PROD-009,Adjustable Monitor Arm,Furniture,43,"1,80,000","77,40,000",Customer-046,Europe,London,12:00 PM – 03:00 PM
T000227,10-02-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,26,"25,000","6,50,000",Customer-141,Asia,Bengaluru,09:00 AM – 11:00 AM
T001858,05-12-2025,PROD-007,USB-C Docking Station,Electronics,37,"2,50,000","92,50,000",Customer-042,Asia,Singapore,06:00 PM – 09:00 PM
T000711,08-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,24,"4,50,000","1,08,00,000",Customer-040,Asia,Bengaluru,12:00 PM – 03:00 PM
T001944,23-12-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,80,"25,000","20,00,000",Customer-093,Asia,Delhi,09:00 AM – 11:00 AM
T001384,22-09-2025,PROD-005,Noise-Cancelling Headphones,Electronics,17,"9,50,000","1,61,50,000",Customer-039,Asia,Singapore,06:00 PM – 09:00 PM
T001786,25-11-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"3,50,000","17,50,000",Customer-096,Europe,London,06:00 PM – 09:00 PM
T000149,22-01-2025,PROD-010,Webcam 1080p HD,Electronics,110,"2,00,000","2,20,00,000",Customer-053,Asia,Kolkata,06:00 PM – 09:00 PM
T001555,17-10-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,23,"1,20,000","27,60,000",Customer-013,Asia,Kolkata,09:00 AM – 11:00 AM
T001957,24-12-2025,PROD-009,Adjustable Monitor Arm,Furniture,7,"1,80,000","12,60,000",Customer-084,Asia,Kolkata,12:00 PM – 03:00 PM
T000926,23-06-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,30,"25,000","7,50,000",Customer-037,Asia,Pune,09:00 AM – 11:00 AM
T000943,26-06-2025,PROD-004,Standing Desk Converter,Furniture,165,"5,00,000","8,25,00,000",Customer-090,Asia,Bengaluru,12:00 PM – 03:00 PM
T000837,05-06-2025,PROD-007,USB-C Docking Station,Electronics,4,"2,50,000","10,00,000",Customer-089,Asia,Bengaluru,06:00 PM – 09:00 PM
T000576,16-04-2025,PROD-010,Webcam 1080p HD,Electronics,46,"2,00,000","92,00,000",Customer-073,Asia,Delhi,06:00 PM – 09:00 PM
T000558,15-04-2025,PROD-004,Standing Desk Converter,Furniture,49,"5,00,000","2,45,00,000",Customer-058,Asia,Singapore,12:00 PM – 03:00 PM
T001236,25-08-2025,PROD-007,USB-C Docking Station,Electronics,49,"2,50,000","1,22,50,000",Customer-079,Europe,London,06:00 PM – 09:00 PM
T001361,18-09-2025,PROD-003,27-inch 4K Monitor,Electronics,42,"12,00,000","5,04,00,000",Customer-144,Asia,Hyderabad,06:00 PM – 09:00 PM
T001348,15-09-2025,PROD-005,Noise-Cancelling Headphones,Electronics,49,"9,50,000","4,65,50,000",Customer-084,Asia,Delhi,06:00 PM – 09:00 PM
T001162,12-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,46,"1,20,000","55,20,000",Customer-124,Asia,Singapore,09:00 AM – 11:00 AM
T001443,26-09-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,21,"1,20,000","25,20,000",Customer-078,Asia,Dubai,09:00 AM – 11:00 AM
T000287,27-02-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,30,"3,50,000","1,05,00,000",Customer-106,Asia,Mumbai,06:00 PM – 09:00 PM
T001605,24-10-2025,PROD-005,Noise-Cancelling Headphones,Electronics,23,"9,50,000","2,18,50,000",Customer-107,Asia,Dubai,06:00 PM – 09:00 PM
T001058,16-07-2025,PROD-003,27-inch 4K Monitor,Electronics,36,"12,00,000","4,32,00,000",Customer-104,North America,New York,06:00 PM – 09:00 PM
T000599,21-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,30,"1,80,000","54,00,000",Customer-075,Asia,Tokyo,12:00 PM – 03:00 PM
T000933,25-06-2025,PROD-001,Ergonomic Mesh Chair,Furniture,36,"4,50,000","1,62,00,000",Customer-136,Asia,Kolkata,12:00 PM – 03:00 PM
T001462,30-09-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,11,"25,000","2,75,000",Customer-109,Asia,Singapore,09:00 AM – 11:00 AM
T001638,31-10-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,"25,000","2,25,000",Customer-069,North America,New York,09:00 AM – 11:00 AM
T001588,22-10-2025,PROD-005,Noise-Cancelling Headphones,Electronics,47,"9,50,000","4,46,50,000",Customer-081,Asia,Delhi,06:00 PM – 09:00 PM
T001041,14-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,42,"3,50,000","1,47,00,000",Customer-072,Asia,Kolkata,06:00 PM – 09:00 PM
T001231,25-08-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,48,"25,000","12,00,000",Customer-126,Asia,Bengaluru,09:00 AM – 11:00 AM
T000807,28-05-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,27,"1,20,000","32,40,000",Customer-034,Asia,Tokyo,09:00 AM – 11:00 AM
T000905,17-06-2025,PROD-001,Ergonomic Mesh Chair,Furniture,13,"4,50,000","58,50,000",Customer-055,Asia,Dubai,12:00 PM – 03:00 PM
T001680,06-11-2025,PROD-001,Ergonomic Mesh Chair,Furniture,19,"4,50,000","85,50,000",Customer-101,Asia,Pune,12:00 PM – 03:00 PM
T001205,19-08-2025,PROD-005,Noise-Cancelling Headphones,Electronics,18,"9,50,000","1,71,00,000",Customer-062,Asia,Mumbai,06:00 PM – 09:00 PM
T000768,19-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,430,"25,000","1,07,50,000",Customer-126,Asia,Mumbai,09:00 AM – 11:00 AM
T000610,22-04-2025,PROD-007,USB-C Docking Station,Electronics,35,"2,50,000","87,50,000",Customer-129,Asia,Chennai,06:00 PM – 09:00 PM
T001993,31-12-2025,PROD-005,Noise-Cancelling Headphones,Electronics,44,"9,50,000","4,18,00,000",Customer-085,North America,New York,06:00 PM – 09:00 PM
T001565,20-10-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,44,"3,50,000","1,54,00,000",Customer-065,Asia,Pune,06:00 PM – 09:00 PM
T001423,24-09-2025,PROD-003,27-inch 4K Monitor,Electronics,440,"12,00,000","52,80,00,000",Customer-128,Asia,Chennai,06:00 PM – 09:00 PM
T001011,10-07-2025,PROD-007,USB-C Docking Station,Electronics,9,"2,50,000","22,50,000",Customer-038,Asia,Dubai,06:00 PM – 09:00 PM
T000494,03-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,21,"4,50,000","94,50,000",Customer-021,Asia,Dubai,12:00 PM – 03:00 PM
T001321,11-09-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,36,"25,000","9,00,000",Customer-090,Asia,Chennai,09:00 AM – 11:00 AM
T000278,26-02-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,40,"3,50,000","1,40,00,000",Customer-055,Asia,Kolkata,06:00 PM – 09:00 PM
T001847,04-12-2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,"4,50,000","45,00,000",Customer-004,Asia,Chennai,12:00 PM – 03:00 PM
T000359,10-03-2025,PROD-009,Adjustable Monitor Arm,Furniture,450,"1,80,000","8,10,00,000",Customer-136,Europe,London,12:00 PM – 03:00 PM
T001111,28-07-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,19,"1,20,000","22,80,000",Customer-011,Asia,Hyderabad,09:00 AM – 11:00 AM
T000237,11-02-2025,PROD-003,27-inch 4K Monitor,Electronics,6,"12,00,000","72,00,000",Customer-002,Asia,Mumbai,06:00 PM – 09:00 PM
T000552,11-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,46,"9,50,000","4,37,00,000",Customer-098,Asia,Chennai,06:00 PM – 09:00 PM
T001868,08-12-2025,PROD-010,Webcam 1080p HD,Electronics,120,"2,00,000","2,40,00,000",Customer-089,Asia,Kolkata,06:00 PM – 09:00 PM
T001813,01-12-2025,PROD-007,USB-C Docking Station,Electronics,46,"2,50,000","1,15,00,000",Customer-100,Europe,London,06:00 PM – 09:00 PM
T000209,06-02-2025,PROD-009,Adjustable Monitor Arm,Furniture,31,"1,80,000","55,80,000",Customer-109,Europe,London,12:00 PM – 03:00 PM
T001387,22-09-2025,PROD-009,Adjustable Monitor Arm,Furniture,29,"1,80,000","52,20,000",Customer-042,Asia,Delhi,12:00 PM – 03:00 PM
T001561,20-10-2025,PROD-004,Standing Desk Converter,Furniture,230,"5,00,000","11,50,00,000",Customer-087,Asia,Hyderabad,12:00 PM – 03:00 PM
T000059,08-01-2025,PROD-003,27-inch 4K Monitor,Electronics,50,"12,00,000","6,00,00,000",Customer-027,Asia,Delhi,06:00 PM – 09:00 PM
T000632,23-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,15,"1,80,000","27,00,000",Customer-047,Asia,Bengaluru,12:00 PM – 03:00 PM
T001962,25-12-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,30,"25,000","7,50,000",Customer-054,Asia,Bengaluru,09:00 AM – 11:00 AM
T001860,08-12-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,36,"3,50,000","1,26,00,000",Customer-121,North America,New York,06:00 PM – 09:00 PM
T001817,01-12-2025,PROD-009,Adjustable Monitor Arm,Furniture,22,"1,80,000","39,60,000",Customer-113,Europe,London,12:00 PM – 03:00 PM
T000364,11-03-2025,PROD-007,USB-C Docking Station,Electronics,23,"2,50,000","57,50,000",Customer-012,North America,New York,06:00 PM – 09:00 PM
T000506,04-04-2025,PROD-003,27-inch 4K Monitor,Electronics,360,"12,00,000","43,20,00,000",Customer-131,North America,New York,06:00 PM – 09:00 PM
T001166,12-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,190,"4,50,000","8,55,00,000",Customer-024,Asia,Singapore,12:00 PM – 03:00 PM
T001122,05-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,26,"4,50,000","1,17,00,000",Customer-036,Asia,Hyderabad,12:00 PM – 03:00 PM
T001630,30-10-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,47,"1,20,000","56,40,000",Customer-077,Asia,Kolkata,09:00 AM – 11:00 AM
T001217,21-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,25,"3,50,000","87,50,000",Customer-111,Asia,Dubai,06:00 PM – 09:00 PM
T001152,07-08-2025,PROD-010,Webcam 1080p HD,Electronics,15,"2,00,000","30,00,000",Customer-005,Asia,Chennai,06:00 PM – 09:00 PM
T001125,05-08-2025,PROD-010,Webcam 1080p HD,Electronics,39,"2,00,000","78,00,000",Customer-148,Asia,Pune,06:00 PM – 09:00 PM
T001595,22-10-2025,PROD-003,27-inch 4K Monitor,Electronics,420,"12,00,000","50,40,00,000",Customer-126,Asia,Dubai,06:00 PM – 09:00 PM
T000119,17-01-2025,PROD-007,USB-C Docking Station,Electronics,12,"2,50,000","30,00,000",Customer-106,Asia,Pune,06:00 PM – 09:00 PM
T001250,27-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,18,"1,20,000","21,60,000",Customer-101,Asia,Chennai,09:00 AM – 11:00 AM
T001994,31-12-2025,PROD-001,Ergonomic Mesh Chair,Furniture,43,"4,50,000","1,93,50,000",Customer-120,Europe,London,12:00 PM – 03:00 PM
T000523,07-04-2025,PROD-004,Standing Desk Converter,Furniture,42,"5,00,000","2,10,00,000",Customer-020,Asia,Kolkata,12:00 PM – 03:00 PM
T000514,07-04-2025,PROD-004,Standing Desk Converter,Furniture,37,"5,00,000","1,85,00,000",Customer-126,Asia,Singapore,12:00 PM – 03:00 PM
T000082,10-01-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,36,"1,20,000","43,20,000",Customer-055,Asia,Mumbai,09:00 AM – 11:00 AM
T000916,19-06-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,26,"25,000","6,50,000",Customer-063,Asia,Delhi,09:00 AM – 11:00 AM
T001019,10-07-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,60,"1,20,000","72,00,000",Customer-120,Asia,Kolkata,09:00 AM – 11:00 AM
T000381,12-03-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,24,"25,000","6,00,000",Customer-136,Asia,Singapore,09:00 AM – 11:00 AM
T001030,11-07-2025,PROD-003,27-inch 4K Monitor,Electronics,6,"12,00,000","72,00,000",Customer-115,Asia,Delhi,06:00 PM – 09:00 PM
T001689,07-11-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,24,"25,000","6,00,000",Customer-088,Asia,Tokyo,09:00 AM – 11:00 AM
T000085,10-01-2025,PROD-003,27-inch 4K Monitor,Electronics,45,"12,00,000","5,40,00,000",Customer-040,Asia,Delhi,06:00 PM – 09:00 PM
T001678,06-11-2025,PROD-003,27-inch 4K Monitor,Electronics,370,"12,00,000","44,40,00,000",Customer-113,Asia,Kolkata,06:00 PM – 09:00 PM
T000330,05-03-2025,PROD-004,Standing Desk Converter,Furniture,8,"5,00,000","40,00,000",Customer-096,Asia,Singapore,12:00 PM – 03:00 PM
T000007,01-01-2025,PROD-009,Adjustable Monitor Arm,Furniture,35,"1,80,000","63,00,000",Customer-120,Asia,Mumbai,12:00 PM – 03:00 PM
T000746,15-05-2025,PROD-004,Standing Desk Converter,Furniture,20,"5,00,000","1,00,00,000",Customer-005,North America,New York,12:00 PM – 03:00 PM
T001554,17-10-2025,PROD-005,Noise-Cancelling Headphones,Electronics,39,"9,50,000","3,70,50,000",Customer-049,Asia,Dubai,06:00 PM – 09:00 PM
T000915,19-06-2025,PROD-005,Noise-Cancelling Headphones,Electronics,35,"9,50,000","3,32,50,000",Customer-057,Asia,Kolkata,06:00 PM – 09:00 PM
T000874,13-06-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,40,"25,000","10,00,000",Customer-005,Asia,Tokyo,09:00 AM – 11:00 AM
T000452,28-03-2025,PROD-009,Adjustable Monitor Arm,Furniture,22,"1,80,000","39,60,000",Customer-097,Asia,Hyderabad,12:00 PM – 03:00 PM
T000491,03-04-2025,PROD-003,27-inch 4K Monitor,Electronics,6,"12,00,000","72,00,000",Customer-143,North America,New York,06:00 PM – 09:00 PM
T001481,01-10-2025,PROD-007,USB-C Docking Station,Electronics,13,"2,50,000","32,50,000",Customer-042,Europe,London,06:00 PM – 09:00 PM
T000288,27-02-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,37,"1,20,000","44,40,000",Customer-030,Asia,Tokyo,09:00 AM – 11:00 AM
T000949,26-06-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,"25,000","2,50,000",Customer-095,Europe,London,09:00 AM – 11:00 AM
T001986,30-12-2025,PROD-007,USB-C Docking Station,Electronics,49,"2,50,000","1,22,50,000",Customer-130,North America,New York,06:00 PM – 09:00 PM
T001369,18-09-2025,PROD-004,Standing Desk Converter,Furniture,15,"5,00,000","75,00,000",Customer-007,Asia,Tokyo,12:00 PM – 03:00 PM
T001147,06-08-2025,PROD-005,Noise-Cancelling Headphones,Electronics,13,"9,50,000","1,23,50,000",Customer-141,Asia,Kolkata,06:00 PM – 09:00 PM
T000706,08-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,22,"25,000","5,50,000",Customer-020,Asia,Bengaluru,09:00 AM – 11:00 AM
T001727,17-11-2025,PROD-003,27-inch 4K Monitor,Electronics,470,"12,00,000","56,40,00,000",Customer-008,Asia,Singapore,06:00 PM – 09:00 PM
